DIM_COUNTRY_CODE,DIM_YEAR_CODE,DIM_GHECAUSE_TITLE,DIM_SEX_CODE,VAL_DTHS_RATE100K_NUMERIC
ETH,2021,Prostate Cancer,MLE,2.19
ETH,2021,"Lymphomas, Multiple Myeloma",MLE,3.1
ETH,2021,Asthma,MLE,2.69
ETH,2021,Paralytic Ileus And Intestinal Obstruction,MLE,5.12
ETH,2021,Pancreatitis,MLE,0.85
ETH,2021,Falls,MLE,5.74
ETH,2021,Hiv/Aids,MLE,9.49
ETH,2021,Acute Hepatitis B,MLE,2.34
ETH,2021,Protein-Energy Malnutrition,MLE,7.66
ETH,2021,Stomach Cancer,MLE,1.62
ETH,2021,Chronic Obstructive Pulmonary Disease,MLE,9.26
ETH,2021,Gastritis And Duodenitis,MLE,2.88
ETH,2021,Inflammatory Bowel Disease,MLE,0.19
ETH,2021,Kidney Diseases,MLE,16.04
ETH,2021,Poisonings,MLE,1.24
ETH,2021,Exposure To Mechanical Forces,MLE,5.06
ETH,2021,Self-Harm,MLE,9.06
ETH,2021,Meningitis,MLE,10.14
ETH,2021,Leishmaniasis,MLE,0.49
ETH,2021,Echinococcosis,MLE,0.2
ETH,2021,Yellow Fever,MLE,0.71
ETH,2021,Mouth And Oropharynx Cancers,MLE,1.51
ETH,2021,Testicular Cancer,MLE,0.2
ETH,2021,Kidney Cancer,MLE,1.22
ETH,2021,Diabetes Mellitus,MLE,14.87
ETH,2021,Multiple Sclerosis,MLE,0.01
FIN,2021,Tuberculosis,MLE,0.29
FIN,2021,Lower Respiratory Infections,MLE,0.94
FIN,2021,Liver Cancer,MLE,15.63
FIN,2021,Bladder Cancer,MLE,9.79
FIN,2021,Larynx Cancer,MLE,1.95
FIN,2021,Bipolar Disorder,MLE,0.04
FIN,2021,Rheumatic Heart Disease,MLE,0.04
FIN,2021,Gastritis And Duodenitis,MLE,0.65
FIN,2021,Kidney Diseases,MLE,6.26
FIN,2021,Osteoarthritis,MLE,0.29
FIN,2021,Sudden Infant Death Syndrome,MLE,0.09
FIN,2021,Poisonings,MLE,0.47
FIN,2021,Preterm Birth Complications,MLE,0.49
FIN,2021,Leukaemia,MLE,9.19
FIN,2021,Alcohol Use Disorders,MLE,13.56
FIN,2021,Peptic Ulcer Disease,MLE,3.61
FIN,2021,Back And Neck Pain,MLE,0.65
FIN,2021,Congenital Anomalies,MLE,3.83
FIN,2021,Oral Conditions,MLE,0.09
FIN,2021,"Fire, Heat And Hot Substances",MLE,1.06
FIN,2021,Meningitis,MLE,0.25
FIN,2021,Birth Asphyxia And Birth Trauma,MLE,0.21
FIN,2021,Mouth And Oropharynx Cancers,MLE,5.61
FIN,2021,Melanoma And Other Skin Cancers,MLE,6.41
FIN,2021,Testicular Cancer,MLE,0.24
FIN,2021,Kidney Cancer,MLE,9.52
FIN,2021,Brain And Nervous System Cancers,MLE,8.61
FIN,2021,Drug Use Disorders,MLE,8.75
FIN,2021,Hiv/Aids,MLE,0.12
FIN,2021,Protein-Energy Malnutrition,MLE,0.16
FIN,2021,Stomach Cancer,MLE,10.31
FIN,2021,Diabetes Mellitus,MLE,12.44
FIN,2021,Multiple Sclerosis,MLE,1.36
FIN,2021,Inflammatory Bowel Disease,MLE,0.44
FIN,2021,Exposure To Mechanical Forces,MLE,1.3
FIN,2021,Diarrhoeal Diseases,MLE,0.13
FIN,2021,Idiopathic Intellectual Disability,MLE,1.81
FIN,2021,Asthma,MLE,0.71
FIN,2021,Pancreatitis,MLE,4.63
FIN,2021,Benign Prostatic Hyperplasia,MLE,0.46
FIN,2021,Gout,MLE,0.04
FIN,2021,Iron-Deficiency Anaemia,MLE,0.18
FIN,2021,Thyroid Cancer,MLE,1.1
FIN,2021,Schizophrenia,MLE,1.9
FIN,2021,Paralytic Ileus And Intestinal Obstruction,MLE,3.63
FIN,2021,Drowning,MLE,3.24
FIN,2021,Acute Hepatitis A,MLE,0.02
FIN,2021,Neonatal Sepsis And Infections,MLE,0.07
FIN,2021,Breast Cancer,MLE,0.21
FIN,2021,Epilepsy,MLE,1.85
FIN,2021,"Cardiomyopathy, Myocarditis, Endocarditis",MLE,15.11
FIN,2021,Appendicitis,MLE,0.27
FIN,2021,Gallbladder And Biliary Diseases,MLE,2.83
FIN,2021,Skin Diseases,MLE,0.25
FIN,2021,Oesophagus Cancer,MLE,10.31
FIN,2021,Gallbladder And Biliary Tract Cancer,MLE,5.8
FIN,2021,Mesothelioma,MLE,3.55
FIN,2021,Rheumatoid Arthritis,MLE,0.48
FIN,2021,Road Injury,MLE,6.46
FIN,2021,Interpersonal Violence,MLE,1.19
FJI,2021,Diarrhoeal Diseases,MLE,13.3
FJI,2021,Acute Hepatitis C,MLE,0.01
FJI,2021,Oesophagus Cancer,MLE,2.52
FJI,2021,Colon And Rectum Cancers,MLE,5.82
FJI,2021,Road Injury,MLE,7.79
FJI,2021,Interpersonal Violence,MLE,3.18
FJI,2021,Tetanus,MLE,0.01
FJI,2021,Encephalitis,MLE,0.44
FJI,2021,Acute Hepatitis A,MLE,0.04
FJI,2021,Ascariasis,MLE,0.03
FJI,2021,Neonatal Sepsis And Infections,MLE,1.48
FJI,2021,Breast Cancer,MLE,0.21
FJI,2021,Gallbladder And Biliary Tract Cancer,MLE,0.74
FJI,2021,Epilepsy,MLE,2.36
FJI,2021,"Cardiomyopathy, Myocarditis, Endocarditis",MLE,4.83
FJI,2021,Appendicitis,MLE,0.41
FJI,2021,Skin Diseases,MLE,2.44
FJI,2021,Syphilis,MLE,2.52
FJI,2021,Diphtheria,MLE,0.01
FJI,2021,Cysticercosis,MLE,0.09
FJI,2021,Rabies,MLE,0.08
FJI,2021,Preterm Birth Complications,MLE,13.19
FJI,2021,"Trachea, Bronchus, Lung Cancers",MLE,7.26
FJI,2021,Leukaemia,MLE,4.66
FJI,2021,Alcohol Use Disorders,MLE,0.18
FJI,2021,Alzheimer Disease And Other Dementias,MLE,4.75
FJI,2021,Peptic Ulcer Disease,MLE,4.39
FJI,2021,Gallbladder And Biliary Diseases,MLE,1.63
FJI,2021,Congenital Anomalies,MLE,13.99
FJI,2021,Natural Disasters,MLE,0.51
FJI,2021,Tuberculosis,MLE,6.18
FJI,2021,Dengue,MLE,0.14
FJI,2021,Liver Cancer,MLE,11.65
FJI,2021,Bladder Cancer,MLE,1.64
FJI,2021,Larynx Cancer,MLE,1.09
FJI,2021,Thalassaemias,MLE,0.4
FJI,2021,Rheumatic Heart Disease,MLE,6.48
FJI,2021,Urolithiasis,MLE,0.01
FJI,2021,Sudden Infant Death Syndrome,MLE,0.81
FJI,2021,"Fire, Heat And Hot Substances",MLE,2.22
FJI,2021,Hiv/Aids,MLE,5.48
FJI,2021,Acute Hepatitis B,MLE,0.07
FJI,2021,Protein-Energy Malnutrition,MLE,1.24
FJI,2021,Stomach Cancer,MLE,3.47
FJI,2021,Gastritis And Duodenitis,MLE,0.23
FJI,2021,Inflammatory Bowel Disease,MLE,0.25
FJI,2021,Poisonings,MLE,0.34
FJI,2021,Exposure To Mechanical Forces,MLE,0.78
FJI,2021,Self-Harm,MLE,11.25
FJI,2021,Meningitis,MLE,1.88
FJI,2021,Acute Hepatitis E,MLE,0.01
FJI,2021,Echinococcosis,MLE,0.66
FJI,2021,Mouth And Oropharynx Cancers,MLE,1.96
FJI,2021,Testicular Cancer,MLE,0.87
FJI,2021,Cirrhosis Of The Liver,MLE,9.67
FJI,2021,Measles,MLE,0.1
FJI,2021,Birth Asphyxia And Birth Trauma,MLE,5.86
FJI,2021,Melanoma And Other Skin Cancers,MLE,0.08
FJI,2021,Thyroid Cancer,MLE,0.31
FJI,2021,Drug Use Disorders,MLE,0.13
FJI,2021,Parkinson Disease,MLE,2.74
FJI,2021,Hypertensive Heart Disease,MLE,14.32
FJI,2021,Drowning,MLE,8.75
FJI,2021,Whooping Cough,MLE,0.02
FJI,2021,Pancreas Cancer,MLE,3.0
FJI,2021,Prostate Cancer,MLE,9.49
FJI,2021,"Lymphomas, Multiple Myeloma",MLE,4.57
FJI,2021,Paralytic Ileus And Intestinal Obstruction,MLE,1.71
FJI,2021,Pancreatitis,MLE,0.63
FJI,2021,Falls,MLE,3.2
FRA,2021,Meningitis,MLE,0.24
FRA,2021,Acute Hepatitis E,MLE,0.08
FRA,2021,Echinococcosis,MLE,0.03
FRA,2021,Mouth And Oropharynx Cancers,MLE,9.69
FRA,2021,Melanoma And Other Skin Cancers,MLE,6.29
FRA,2021,Testicular Cancer,MLE,0.35
FRA,2021,Kidney Cancer,MLE,8.97
FRA,2021,Diabetes Mellitus,MLE,18.34
FRA,2021,Drug Use Disorders,MLE,3.04
FRA,2021,Peptic Ulcer Disease,MLE,1.42
FRA,2021,Congenital Anomalies,MLE,3.19
FRA,2021,Oral Conditions,MLE,0.23
FRA,2021,"Fire, Heat And Hot Substances",MLE,0.72
FRA,2021,Hiv/Aids,MLE,0.48
FRA,2021,Acute Hepatitis B,MLE,0.26
FRA,2021,Protein-Energy Malnutrition,MLE,5.22
FRA,2021,Stomach Cancer,MLE,10.47
FRA,2021,Epilepsy,MLE,3.4
FRA,2021,"Cardiomyopathy, Myocarditis, Endocarditis",MLE,10.57
FRA,2021,Appendicitis,MLE,0.17
FRA,2021,Gallbladder And Biliary Diseases,MLE,3.27
FRA,2021,Skin Diseases,MLE,2.06
FRA,2021,Tuberculosis,MLE,0.55
FRA,2021,Bladder Cancer,MLE,14.57
FRA,2021,Larynx Cancer,MLE,2.64
FRA,2021,Thalassaemias,MLE,0.01
FRA,2021,Bipolar Disorder,MLE,0.19
FRA,2021,Rheumatoid Arthritis,MLE,0.28
FRA,2021,Road Injury,MLE,7.43
FRA,2021,Interpersonal Violence,MLE,1.31
FRA,2021,Rabies,MLE,0.01
FRA,2021,Otitis Media,MLE,0.04
FRA,2021,Preterm Birth Complications,MLE,1.09
FRA,2021,Leukaemia,MLE,12.27
FRA,2021,Alcohol Use Disorders,MLE,9.09
FRA,2021,Asthma,MLE,0.78
FRA,2021,Pancreatitis,MLE,2.53
FRA,2021,Benign Prostatic Hyperplasia,MLE,0.34
FRA,2021,Gout,MLE,0.09
FRA,2021,Falls,MLE,14.48
FRA,2021,Acute Hepatitis A,MLE,0.11
FRA,2021,Neonatal Sepsis And Infections,MLE,0.27
FRA,2021,Breast Cancer,MLE,0.69
FRA,2021,Mesothelioma,MLE,2.63
FRA,2021,Glaucoma,MLE,0.01
FRA,2021,Hypertensive Heart Disease,MLE,8.5
FRA,2021,Paralytic Ileus And Intestinal Obstruction,MLE,6.06
FRA,2021,Drowning,MLE,1.42
FRA,2021,Encephalitis,MLE,0.01
FRA,2021,Oesophagus Cancer,MLE,10.55
FRA,2021,Gallbladder And Biliary Tract Cancer,MLE,1.86
FRA,2021,Parkinson Disease,MLE,13.68
FRA,2021,Cirrhosis Of The Liver,MLE,18.36
FRA,2021,Diarrhoeal Diseases,MLE,2.52
FRA,2021,Acute Hepatitis C,MLE,0.28
FRA,2021,Idiopathic Intellectual Disability,MLE,0.26
FRA,2021,Multiple Sclerosis,MLE,1.01
FRA,2021,Gastritis And Duodenitis,MLE,0.08
FRA,2021,Inflammatory Bowel Disease,MLE,0.49
FRA,2021,Exposure To Mechanical Forces,MLE,0.61
FRA,2021,Upper Respiratory Infections,MLE,0.05
FRA,2021,Birth Asphyxia And Birth Trauma,MLE,0.6
FRA,2021,Iron-Deficiency Anaemia,MLE,1.25
FRA,2021,Brain And Nervous System Cancers,MLE,8.98
FRA,2021,Thyroid Cancer,MLE,0.54
FRA,2021,"Lymphomas, Multiple Myeloma",MLE,16.52
FRA,2021,Sickle Cell Disorders And Trait,MLE,0.04
FRA,2021,Schizophrenia,MLE,1.01
FRA,2021,Rheumatic Heart Disease,MLE,1.03
FRA,2021,Kidney Diseases,MLE,18.07
FRA,2021,Osteoarthritis,MLE,0.16
FRA,2021,Back And Neck Pain,MLE,0.92
FRA,2021,Sudden Infant Death Syndrome,MLE,0.17
FRA,2021,Poisonings,MLE,0.45
FRA,2021,Collective Violence And Legal Intervention,MLE,0.01
FSM,2021,Syphilis,MLE,2.02
FSM,2021,Diphtheria,MLE,0.02
FSM,2021,Preterm Birth Complications,MLE,14.62
FSM,2021,Leukaemia,MLE,3.53
FSM,2021,Alcohol Use Disorders,MLE,2.07
FSM,2021,Alzheimer Disease And Other Dementias,MLE,4.59
FSM,2021,Rheumatic Heart Disease,MLE,6.72
FSM,2021,Urolithiasis,MLE,0.02
FSM,2021,"Fire, Heat And Hot Substances",MLE,1.66
FSM,2021,Tetanus,MLE,0.04
FSM,2021,Acute Hepatitis A,MLE,0.02
FSM,2021,Ascariasis,MLE,0.07
FSM,2021,Neonatal Sepsis And Infections,MLE,1.87
FSM,2021,Breast Cancer,MLE,0.18
FSM,2021,Epilepsy,MLE,2.0
FSM,2021,"Cardiomyopathy, Myocarditis, Endocarditis",MLE,5.42
FSM,2021,Peptic Ulcer Disease,MLE,8.3
FSM,2021,Appendicitis,MLE,0.43
FSM,2021,Gallbladder And Biliary Diseases,MLE,2.52
FSM,2021,Congenital Anomalies,MLE,12.26
FSM,2021,Encephalitis,MLE,0.04
FSM,2021,Oesophagus Cancer,MLE,3.08
FSM,2021,Gallbladder And Biliary Tract Cancer,MLE,0.38
FSM,2021,Mesothelioma,MLE,0.25
FSM,2021,Skin Diseases,MLE,2.99
FSM,2021,Road Injury,MLE,18.3
FSM,2021,Diarrhoeal Diseases,MLE,8.55
FSM,2021,Acute Hepatitis C,MLE,0.05
FSM,2021,Colon And Rectum Cancers,MLE,7.65
FSM,2021,Prostate Cancer,MLE,11.24
FSM,2021,Asthma,MLE,10.05
FSM,2021,Pancreatitis,MLE,1.46
FSM,2021,Falls,MLE,5.49
FSM,2021,Interpersonal Violence,MLE,6.57
FSM,2021,Whooping Cough,MLE,1.71
FSM,2021,Pancreas Cancer,MLE,3.37
FSM,2021,Thyroid Cancer,MLE,0.29
FSM,2021,"Lymphomas, Multiple Myeloma",MLE,2.38
FSM,2021,Hypertensive Heart Disease,MLE,18.13
FSM,2021,Paralytic Ileus And Intestinal Obstruction,MLE,2.09
FSM,2021,Measles,MLE,2.86
FSM,2021,Meningitis,MLE,1.73
FSM,2021,Acute Hepatitis E,MLE,0.02
FSM,2021,Birth Asphyxia And Birth Trauma,MLE,6.0
FSM,2021,Melanoma And Other Skin Cancers,MLE,0.9
FSM,2021,Kidney Cancer,MLE,0.72
FSM,2021,Brain And Nervous System Cancers,MLE,0.97
FSM,2021,Drug Use Disorders,MLE,0.25
FSM,2021,Parkinson Disease,MLE,2.47
FSM,2021,Acute Hepatitis B,MLE,0.16
FSM,2021,Mouth And Oropharynx Cancers,MLE,3.08
FSM,2021,Testicular Cancer,MLE,0.07
FSM,2021,Inflammatory Bowel Disease,MLE,0.65
FSM,2021,Tuberculosis,MLE,9.71
FSM,2021,Dengue,MLE,0.02
FSM,2021,Protein-Energy Malnutrition,MLE,1.04
FSM,2021,Stomach Cancer,MLE,14.01
FSM,2021,Liver Cancer,MLE,4.72
FSM,2021,Bladder Cancer,MLE,1.64
FSM,2021,Larynx Cancer,MLE,0.77
FSM,2021,Thalassaemias,MLE,0.2
FSM,2021,Gastritis And Duodenitis,MLE,0.14
FSM,2021,Sudden Infant Death Syndrome,MLE,0.76
FSM,2021,Poisonings,MLE,0.97
FSM,2021,Exposure To Mechanical Forces,MLE,2.07
GAB,2021,Encephalitis,MLE,0.37
GAB,2021,Acute Hepatitis A,MLE,0.01
GAB,2021,Oesophagus Cancer,MLE,1.64
GAB,2021,Gallbladder And Biliary Tract Cancer,MLE,0.2
GAB,2021,Mesothelioma,MLE,0.02
GAB,2021,Epilepsy,MLE,3.16
GAB,2021,"Cardiomyopathy, Myocarditis, Endocarditis",MLE,5.79
GAB,2021,Appendicitis,MLE,0.21
GAB,2021,Skin Diseases,MLE,1.61
GAB,2021,Gonorrhoea,MLE,0.01
GAB,2021,Tetanus,MLE,0.16
GAB,2021,Schistosomiasis,MLE,0.74
GAB,2021,Cysticercosis,MLE,0.22
GAB,2021,Ascariasis,MLE,0.12
GAB,2021,Neonatal Sepsis And Infections,MLE,3.1
GAB,2021,"Trachea, Bronchus, Lung Cancers",MLE,2.13
GAB,2021,Breast Cancer,MLE,0.45
GAB,2021,Leukaemia,MLE,1.25
GAB,2021,Alcohol Use Disorders,MLE,1.65
GAB,2021,Alzheimer Disease And Other Dementias,MLE,5.32
GAB,2021,Peptic Ulcer Disease,MLE,1.8
GAB,2021,Gallbladder And Biliary Diseases,MLE,0.92
GAB,2021,Congenital Anomalies,MLE,9.12
GAB,2021,Syphilis,MLE,3.43
GAB,2021,Diphtheria,MLE,0.03
GAB,2021,African Trypanosomiasis,MLE,3.12
GAB,2021,Rabies,MLE,0.05
GAB,2021,Liver Cancer,MLE,8.05
GAB,2021,Bladder Cancer,MLE,0.57
GAB,2021,Thalassaemias,MLE,0.05
GAB,2021,Rheumatic Heart Disease,MLE,0.85
GAB,2021,Urolithiasis,MLE,0.07
GAB,2021,Sudden Infant Death Syndrome,MLE,0.29
GAB,2021,"Fire, Heat And Hot Substances",MLE,2.59
GAB,2021,Acute Hepatitis B,MLE,0.1
GAB,2021,Protein-Energy Malnutrition,MLE,3.22
GAB,2021,Stomach Cancer,MLE,2.04
GAB,2021,Larynx Cancer,MLE,1.55
GAB,2021,Chronic Obstructive Pulmonary Disease,MLE,10.19
GAB,2021,Gastritis And Duodenitis,MLE,0.55
GAB,2021,Inflammatory Bowel Disease,MLE,0.2
GAB,2021,Poisonings,MLE,0.78
GAB,2021,Exposure To Mechanical Forces,MLE,1.16
GAB,2021,Collective Violence And Legal Intervention,MLE,0.31
GAB,2021,Meningitis,MLE,6.98
GAB,2021,Yellow Fever,MLE,0.67
GAB,2021,Mouth And Oropharynx Cancers,MLE,2.86
GAB,2021,Testicular Cancer,MLE,0.12
GAB,2021,Kidney Cancer,MLE,0.58
GAB,2021,Multiple Sclerosis,MLE,0.01
GAB,2021,Self-Harm,MLE,12.02
GAB,2021,Measles,MLE,4.66
GAB,2021,Echinococcosis,MLE,0.01
GAB,2021,Birth Asphyxia And Birth Trauma,MLE,14.32
GAB,2021,Melanoma And Other Skin Cancers,MLE,0.33
GAB,2021,Brain And Nervous System Cancers,MLE,0.56
GAB,2021,Thyroid Cancer,MLE,0.11
GAB,2021,Sickle Cell Disorders And Trait,MLE,0.8
GAB,2021,Drug Use Disorders,MLE,0.63
GAB,2021,Parkinson Disease,MLE,1.91
GAB,2021,Drowning,MLE,6.97
GAB,2021,Whooping Cough,MLE,2.21
GAB,2021,Upper Respiratory Infections,MLE,0.22
GAB,2021,Pancreas Cancer,MLE,1.9
GAB,2021,"Lymphomas, Multiple Myeloma",MLE,2.83
GAB,2021,Hypertensive Heart Disease,MLE,14.46
GAB,2021,Paralytic Ileus And Intestinal Obstruction,MLE,2.32
GAB,2021,Pancreatitis,MLE,0.84
GAB,2021,Falls,MLE,3.54
GAB,2021,Diarrhoeal Diseases,MLE,15.43
GAB,2021,Colon And Rectum Cancers,MLE,3.51
GAB,2021,Prostate Cancer,MLE,6.78
GAB,2021,Asthma,MLE,2.82
GAB,2021,Interpersonal Violence,MLE,12.9
GBR,2021,Tuberculosis,MLE,0.45
GBR,2021,Hiv/Aids,MLE,0.35
GBR,2021,Acute Hepatitis B,MLE,0.06
GBR,2021,Protein-Energy Malnutrition,MLE,0.12
GBR,2021,Stomach Cancer,MLE,8.66
GBR,2021,Larynx Cancer,MLE,2.23
GBR,2021,Gastritis And Duodenitis,MLE,0.42
GBR,2021,Inflammatory Bowel Disease,MLE,0.52
GBR,2021,Kidney Diseases,MLE,8.41
GBR,2021,Osteoarthritis,MLE,0.11
GBR,2021,Poisonings,MLE,0.38
GBR,2021,Exposure To Mechanical Forces,MLE,0.66
GBR,2021,Meningitis,MLE,0.35
GBR,2021,Mouth And Oropharynx Cancers,MLE,7.26
GBR,2021,Testicular Cancer,MLE,0.21
GBR,2021,Diabetes Mellitus,MLE,10.97
GBR,2021,Multiple Sclerosis,MLE,1.93
GBR,2021,Self-Harm,MLE,14.65
GBR,2021,Acute Hepatitis E,MLE,0.04
GBR,2021,Birth Asphyxia And Birth Trauma,MLE,0.28
GBR,2021,Melanoma And Other Skin Cancers,MLE,6.66
GBR,2021,Kidney Cancer,MLE,9.05
GBR,2021,Brain And Nervous System Cancers,MLE,8.77
GBR,2021,Thyroid Cancer,MLE,0.54
GBR,2021,Sickle Cell Disorders And Trait,MLE,0.04
GBR,2021,Drug Use Disorders,MLE,12.54
GBR,2021,Parkinson Disease,MLE,14.93
GBR,2021,Cirrhosis Of The Liver,MLE,17.27
GBR,2021,Upper Respiratory Infections,MLE,0.08
GBR,2021,Iron-Deficiency Anaemia,MLE,0.34
GBR,2021,Pancreas Cancer,MLE,15.1
GBR,2021,"Lymphomas, Multiple Myeloma",MLE,15.89
GBR,2021,Schizophrenia,MLE,0.11
GBR,2021,Hypertensive Heart Disease,MLE,8.83
GBR,2021,Paralytic Ileus And Intestinal Obstruction,MLE,3.88
GBR,2021,Pancreatitis,MLE,2.36
GBR,2021,Falls,MLE,11.78
GBR,2021,Drowning,MLE,0.6
GBR,2021,Diarrhoeal Diseases,MLE,1.42
GBR,2021,Acute Hepatitis C,MLE,0.27
GBR,2021,Asthma,MLE,1.44
GBR,2021,Benign Prostatic Hyperplasia,MLE,0.61
GBR,2021,Rheumatoid Arthritis,MLE,0.94
GBR,2021,Gout,MLE,0.02
GBR,2021,Road Injury,MLE,3.58
GBR,2021,Interpersonal Violence,MLE,1.56
GBR,2021,Encephalitis,MLE,0.01
GBR,2021,Acute Hepatitis A,MLE,0.02
GBR,2021,Oesophagus Cancer,MLE,18.44
GBR,2021,Gallbladder And Biliary Tract Cancer,MLE,1.35
GBR,2021,Mesothelioma,MLE,6.43
GBR,2021,Epilepsy,MLE,1.93
GBR,2021,"Cardiomyopathy, Myocarditis, Endocarditis",MLE,6.59
GBR,2021,Appendicitis,MLE,0.18
GBR,2021,Skin Diseases,MLE,2.64
GBR,2021,Neonatal Sepsis And Infections,MLE,0.07
GBR,2021,Breast Cancer,MLE,0.3
GBR,2021,Leukaemia,MLE,9.31
GBR,2021,Alcohol Use Disorders,MLE,3.82
GBR,2021,Peptic Ulcer Disease,MLE,3.38
GBR,2021,Gallbladder And Biliary Diseases,MLE,4.07
GBR,2021,Congenital Anomalies,MLE,3.63
GBR,2021,Syphilis,MLE,0.11
GBR,2021,Otitis Media,MLE,0.03
GBR,2021,Preterm Birth Complications,MLE,1.96
GBR,2021,Liver Cancer,MLE,11.18
GBR,2021,Bladder Cancer,MLE,12.57
GBR,2021,Bipolar Disorder,MLE,0.04
GBR,2021,Rheumatic Heart Disease,MLE,1.04
GBR,2021,Back And Neck Pain,MLE,0.42
GBR,2021,Oral Conditions,MLE,0.07
GBR,2021,Sudden Infant Death Syndrome,MLE,0.14
GBR,2021,"Fire, Heat And Hot Substances",MLE,0.47
GEO,2021,Upper Respiratory Infections,MLE,0.08
GEO,2021,Iron-Deficiency Anaemia,MLE,3.61
GEO,2021,Pancreas Cancer,MLE,13.61
GEO,2021,Thyroid Cancer,MLE,0.87
GEO,2021,"Lymphomas, Multiple Myeloma",MLE,8.09
GEO,2021,Schizophrenia,MLE,0.14
GEO,2021,Paralytic Ileus And Intestinal Obstruction,MLE,3.31
GEO,2021,Drowning,MLE,1.93
GEO,2021,Measles,MLE,0.05
GEO,2021,Meningitis,MLE,1.16
GEO,2021,Acute Hepatitis E,MLE,0.16
GEO,2021,Echinococcosis,MLE,0.02
GEO,2021,Birth Asphyxia And Birth Trauma,MLE,1.58
GEO,2021,Melanoma And Other Skin Cancers,MLE,10.75
GEO,2021,Kidney Cancer,MLE,7.14
GEO,2021,Brain And Nervous System Cancers,MLE,10.04
GEO,2021,Drug Use Disorders,MLE,0.83
GEO,2021,Parkinson Disease,MLE,2.1
GEO,2021,Encephalitis,MLE,0.12
GEO,2021,Oesophagus Cancer,MLE,3.61
GEO,2021,Gallbladder And Biliary Tract Cancer,MLE,3.88
GEO,2021,Mesothelioma,MLE,0.43
GEO,2021,Skin Diseases,MLE,1.71
GEO,2021,Diarrhoeal Diseases,MLE,0.4
GEO,2021,Acute Hepatitis C,MLE,14.57
GEO,2021,Asthma,MLE,2.28
GEO,2021,Pancreatitis,MLE,1.18
GEO,2021,Benign Prostatic Hyperplasia,MLE,0.21
GEO,2021,Falls,MLE,17.56
GEO,2021,Interpersonal Violence,MLE,3.14
GEO,2021,Syphilis,MLE,0.07
GEO,2021,Rabies,MLE,0.18
GEO,2021,Preterm Birth Complications,MLE,3.94
GEO,2021,Bladder Cancer,MLE,16.33
GEO,2021,Leukaemia,MLE,8.07
GEO,2021,Alcohol Use Disorders,MLE,1.88
GEO,2021,Alzheimer Disease And Other Dementias,MLE,4.87
GEO,2021,Rheumatic Heart Disease,MLE,1.69
GEO,2021,Back And Neck Pain,MLE,0.2
GEO,2021,Oral Conditions,MLE,0.07
GEO,2021,"Fire, Heat And Hot Substances",MLE,2.9
GEO,2021,Acute Hepatitis A,MLE,0.02
GEO,2021,Neonatal Sepsis And Infections,MLE,0.49
GEO,2021,Breast Cancer,MLE,1.01
GEO,2021,Epilepsy,MLE,2.84
GEO,2021,"Cardiomyopathy, Myocarditis, Endocarditis",MLE,17.26
GEO,2021,Peptic Ulcer Disease,MLE,13.33
GEO,2021,Appendicitis,MLE,0.4
GEO,2021,Gallbladder And Biliary Diseases,MLE,2.42
GEO,2021,Congenital Anomalies,MLE,5.02
GEO,2021,Hiv/Aids,MLE,2.11
GEO,2021,Acute Hepatitis B,MLE,2.58
GEO,2021,Leishmaniasis,MLE,0.02
GEO,2021,Mouth And Oropharynx Cancers,MLE,8.77
GEO,2021,Testicular Cancer,MLE,1.19
GEO,2021,Multiple Sclerosis,MLE,0.54
GEO,2021,Inflammatory Bowel Disease,MLE,0.51
GEO,2021,Self-Harm,MLE,9.46
GEO,2021,Tuberculosis,MLE,3.72
GEO,2021,Larynx Cancer,MLE,13.94
GEO,2021,Thalassaemias,MLE,0.07
GEO,2021,Chronic Obstructive Pulmonary Disease,MLE,17.44
GEO,2021,Gastritis And Duodenitis,MLE,0.63
GEO,2021,Kidney Diseases,MLE,17.01
GEO,2021,Osteoarthritis,MLE,0.08
GEO,2021,Sudden Infant Death Syndrome,MLE,0.26
GEO,2021,Poisonings,MLE,1.47
GEO,2021,Exposure To Mechanical Forces,MLE,4.03
GHA,2021,Acute Hepatitis B,MLE,0.12
GHA,2021,Yellow Fever,MLE,0.16
GHA,2021,Protein-Energy Malnutrition,MLE,5.22
GHA,2021,Stomach Cancer,MLE,2.57
GHA,2021,Chronic Obstructive Pulmonary Disease,MLE,6.33
GHA,2021,Gastritis And Duodenitis,MLE,1.27
GHA,2021,Inflammatory Bowel Disease,MLE,0.55
GHA,2021,Exposure To Mechanical Forces,MLE,0.97
GHA,2021,Self-Harm,MLE,8.3
GHA,2021,Meningitis,MLE,9.67
GHA,2021,Acute Hepatitis E,MLE,0.04
GHA,2021,Echinococcosis,MLE,0.01
GHA,2021,Mouth And Oropharynx Cancers,MLE,1.48
GHA,2021,Testicular Cancer,MLE,0.11
GHA,2021,Kidney Cancer,MLE,0.77
GHA,2021,Parkinson Disease,MLE,1.37
GHA,2021,Cirrhosis Of The Liver,MLE,16.4
GHA,2021,Measles,MLE,0.38
GHA,2021,Birth Asphyxia And Birth Trauma,MLE,18.06
GHA,2021,Pancreas Cancer,MLE,0.94
GHA,2021,Melanoma And Other Skin Cancers,MLE,0.38
GHA,2021,Brain And Nervous System Cancers,MLE,1.04
GHA,2021,Thyroid Cancer,MLE,0.12
GHA,2021,"Lymphomas, Multiple Myeloma",MLE,3.15
GHA,2021,Sickle Cell Disorders And Trait,MLE,6.32
